纱批,y_true,pred_ml_oof,pred_dl_oof,rel_err_ml,rel_err_dl,label_dl_better
HL225-105271N,358.8,311.11614990234375,307.73956775665283,0.1328981329329077,0.14230889699532911,0
HL225-105273V#,189.6,196.50277709960938,207.70435333251953,0.03640705221120944,0.09548709563061533,0
HL225-105274,179.5,204.0978546142578,204.4405221939087,0.1370354017431056,0.13894441332879803,0
HL225-105297#,578.4,560.9017944335938,576.319408416748,0.030252775875006396,0.0035971500401382416,1
HL225-105298V#,440.3,441.98687744140625,423.0600357055664,0.003831200184801105,0.03915504041345004,0
HL225-105417V,270.4,264.0366516113281,256.5262794494629,0.02353309315250193,0.051308138128787005,0
HL225-105460N#,301.2,289.52410888671875,314.4097328186035,0.03876457872806638,0.04385701466854235,0
HL225-105473SV,285.9,287.2811584472656,287.3382091522217,0.00483091447085463,0.005030462232148996,0
HL225-105485V,293.8,315.1549377441406,278.40566635131836,0.07268528843912103,0.052397323513130284,1
HL225-105488N,295.4,286.2054443359375,288.63279819488525,0.03112578085223839,0.022908604620465938,1
HL225-105557N#,270.8,278.2156677246094,284.3555212020874,0.027384297357221272,0.05005731610630287,0
HL225-105561NV,284.5,302.4429016113281,280.29489517211914,0.06306819546818082,0.014780684807497549,1
HL225-105562N#,457.9,447.4307861328125,421.62632942199707,0.02286353759982276,0.07921745048528223,0
HL225-105565#,370.0,362.21124267578125,331.43420219421387,0.02105069547029255,0.10423188595876706,0
HL225-105581V,215.3,234.84548950195312,223.07438850402832,0.09078258012561675,0.03610956109459922,1
HL225-105647N,320.0,343.1368713378906,318.5061454772949,0.07230272292864874,0.004668295383307485,1
HL225-105648,290.3,295.0069885253906,284.4675540924072,0.016214221581909993,0.02009109854423656,0
HL225-105649,484.6,474.4580993652344,463.7086868286133,0.020928395861651596,0.043110427509194464,0
HL225-105670,312.5,304.28912353515625,271.92628383636475,0.026274804686659204,0.12983589171947807,0
HL225-105694V,169.8,210.8985595703125,215.51580429077148,0.24204098685448808,0.2692332408014083,0
HL225-105702#,567.4,562.1730346679688,554.0159225463867,0.009212134881810198,0.02358843400313249,0
HL225-105757,305.4,272.68414306640625,267.1873092651367,0.10712461340053203,0.12512341432093002,0
HL225-105859V,304.0,306.8916320800781,305.31275272369385,0.009511947631523044,0.004318265538324556,1
HL225-105867V,268.2,272.16302490234375,270.69458961486816,0.014776379202818784,0.009301228988721712,1
HL225-106001J#,560.7,512.7244262695312,470.367956161499,0.08556371273339246,0.16110583883875504,0
HL225-106002J#,459.3,450.06573486328125,529.0096282958984,0.020105084120439168,0.15177363007703176,0
HL225-106089#,304.7,333.59820556640625,299.51932430267334,0.09484150169168969,0.017002545773405393,1
HL225-106100J#,537.4,431.25799560546875,478.8773536682129,0.19751024263594366,0.10889960240174561,1
HL225-106121,354.3,427.09210205078125,441.97139739990234,0.20545329395632714,0.2474496116213035,0
HL225-106161N#,278.0,277.1792907714844,269.75202560424805,0.0029521914693744714,0.02966897264552253,0
HL225-106195V,291.4,260.0448303222656,307.35158920288086,0.10760181769615078,0.05474121208762344,1
HL225-106242V,205.9,224.80203247070312,211.1050844192505,0.09180200325296307,0.025279671777550684,1
HL225-106251V,219.8,255.65135192871094,242.79370307922363,0.16310897146078177,0.10461193393165377,1
HL225-106288N,282.5,258.84185791015625,245.8512306213379,0.08374563571329662,0.12973015708801702,0
HL225-106289V,361.1,381.4364929199219,353.1425952911377,0.05631817479744854,0.022036568010639603,1
HL225-106303N,259.0,279.75006103515625,258.38725566864014,0.08011606576971077,0.002365808229097317,1
HL225-106304,479.2,466.7919921875,450.55813789367676,0.02589317156143793,0.05977016299191471,0
HL225-106341,392.6,444.90972900390625,466.83349609375,0.1332392486056389,0.1890817526537421,0
HL225-106391#,300.8,309.682861328125,352.32229232788086,0.02953078898879548,0.17128421650986703,0
HL225-106418,558.2,518.3956298828125,492.423152923584,0.07130843804456191,0.11783741862278338,0
HL225-106506,376.9,361.0522766113281,319.10266876220703,0.042047554757896996,0.15334924711132783,0
HL225-106507,546.2,551.3388671875,538.444185256958,0.009408398365810821,0.014199587592273967,0
HL225-106521#,277.9,292.7701721191406,280.736780166626,0.05350907563370118,0.010207917115955093,1
HL225-106559,376.7,346.98809814453125,318.1489944458008,0.0788741753508893,0.1554313924944117,0
HL225-106560V#,307.2,291.3213195800781,254.1008710861206,0.05168841282358392,0.17284872692757453,0
HL225-106575N,278.6,276.5393371582031,254.87451553344727,0.007396492612070827,0.08515967144903502,0
HL225-106576N,370.7,380.14447021484375,370.68164348602295,0.02547739469810895,4.9518516257200505e-05,1
HL225-106624,393.5,426.472900390625,435.0977897644043,0.08379390188001794,0.1057122992715303,0
HL225-106694#,590.8,558.04736328125,523.2755184173584,0.05543777372748067,0.1142932999009794,0
HL225-106726NV#,301.6,295.8931579589844,294.26491260528564,0.018921890055790546,0.02432058154665508,0
HL225-106791V,255.0,259.7374267578125,255.81026077270508,0.018578144147555757,0.0031774932261698164,1
HL225-106878NJ,295.0,310.9505615234375,286.3947868347168,0.05406970007761628,0.029170214118615256,1
HL225-106890#,508.3,515.3052978515625,466.2944793701172,0.01378181753182111,0.08263923003945786,0
HL225-106908#,576.4,615.591064453125,489.62550163269043,0.06799282521243077,0.15054562520090925,0
HL225-106921V,242.9,243.8988800048828,242.66512393951416,0.004112309612357693,0.0009669660785351003,1
HL225-106925N#,393.1,384.617431640625,359.74535942077637,0.021578652656217848,0.08485026857892432,0
HL225-106990,283.0,253.3201446533203,258.6049556732178,0.10487581394215875,0.08620157005625516,1
HL225-107015#,318.5,315.8202819824219,341.02094173431396,0.008413557354769197,0.07070939319813774,0
HL225-107051,309.7,284.594482421875,261.1612558364868,0.08106398959416967,0.15672826658684497,0
HL225-107064N#,301.6,296.51177978515625,294.5330619812012,0.016870756679957112,0.02343149210399382,0
HL225-107086#,331.7,313.0869445800781,286.3499879837036,0.05611412547289937,0.13671996386773946,0
HL225-107099#,329.1,311.94549560546875,282.6053857803345,0.05212550712248561,0.14127807419706098,0
HL225-107103#,331.8,322.8473205566406,296.9437599182129,0.026982156248009537,0.1050519592547818,0
HL225-107174N#,368.3,356.9185485839844,318.12899112701416,0.030902664718182486,0.13622321170682491,0
HL225-107188#,264.2,279.9317932128906,285.4175806045532,0.05954501594358511,0.08030878351154484,0
HL225-107189#,443.7,443.9157409667969,436.50197982788086,0.00048623161323422143,0.016222718440290516,0
HL225-107190V,313.7,288.46966552734375,300.11630058288574,0.0804282259223843,0.043301560142433,1
HL225-107191N#,290.3,272.57464599609375,287.6220226287842,0.06105874613605123,0.009224861767563151,1
HL225-107238V,271.4,282.06170654296875,259.16333198547363,0.03928410664176836,0.04508720712629135,0
HL225-107261N#,234.1,249.8410186767578,254.35121059417725,0.06724057529297485,0.08650666635331988,0
HL225-107263N#,465.5,435.2447509765625,431.7413330078125,0.06499516438837281,0.07252130395588031,0
HL225-107285N#,486.9,509.5724792480469,517.2318458557129,0.046564960459193366,0.06229584279131229,0
HL225-107324JV,323.6,353.8890075683594,362.35618591308594,0.09360014699450973,0.11976571666220104,0
HL225-107327N#,398.4,427.2216796875,422.68333435058594,0.07234357351098541,0.060952144452752106,1
HL225-107328N,311.7,334.7112731933594,319.41938400268555,0.07382506638633665,0.0247654283042602,1
HL225-107330N#,206.2,217.69781494140625,200.01661777496338,0.055760499228170016,0.029987304678645667,1
HL225-107359V,224.3,222.3320770263672,235.08729934692383,0.008773620033638374,0.04809317586465842,0
HL225-107432N,225.9,217.11334228515625,233.8714599609375,0.03889622715562104,0.035287560693159,1
HL225-107433N#,300.5,308.9434814453125,290.98498821258545,0.028098107970154804,0.03166393273576676,0
HL225-107434NV#,352.2,340.6351318359375,334.8226070404053,0.03283608223661024,0.04933955979301908,0
HL225-107476,614.4,564.0667114257812,547.2434043884277,0.08192267020410075,0.10930435483476432,0
HL225-107497N#,299.2,289.0944519042969,291.6229724884033,0.033775227591461766,0.02532428981063979,1
HL225-107554V,227.8,273.22735595703125,260.65592765808105,0.19941771709849454,0.144231464691127,1
HL225-400108V#,543.7,568.1719360351562,595.372486114502,0.0450099982245836,0.09503859870066492,0
HL225-400109,563.0,551.4589233398438,564.1318321228027,0.020499248063856584,0.0020103590102711027,1
HL225-400166,274.4,249.20762634277344,290.5811548233032,0.09180894189616783,0.058969223114845315,1
HL225-400178N,1032.7,924.15185546875,1002.7091026306152,0.10511101436060709,0.029041248541778253,1
HL225-400179#,281.1,298.1032409667969,292.20776557922363,0.060488228268203374,0.03951535246826202,1
HL225-400187#,254.6,260.73797607421875,268.41413974761963,0.024108311366762263,0.05425820796181089,0
HL225-400190#,251.9,250.0063018798828,282.30834007263184,0.0075176582772608835,0.12071591929902607,0
HL225-400193#,298.5,295.3050537109375,288.78440856933594,0.010703337651442098,0.03254804499275907,0
HL225-400194,296.0,295.41363525390625,290.0057792663574,0.0019809619799795283,0.02025074572108132,0
HL225-400195#,300.8,292.4141540527344,290.3604030609131,0.0278784772173765,0.03470610684421497,0
HL225-400206,258.4,244.19155883789062,252.24828720092773,0.054986227405415984,0.023806938075983646,1
HL225-400214,325.1,281.3321838378906,299.00267124176025,0.13462877933178438,0.08027477316960017,1
HL225-400219#,271.0,272.22662353515625,262.7336025238037,0.004526286107420617,0.030503311719155924,0
HL225-400220#,271.0,268.3572082519531,269.91450786590576,0.00975199906992382,0.004005506029720233,1
HL225-400231#,258.5,273.3702392578125,264.26000595092773,0.05752510350962185,0.022282421472746266,1
HL225-400236V,1133.0,954.8626708984375,789.2754554748535,0.15722623927624912,0.3033755909286079,0
HL225-400247#,280.5,265.6478576660156,280.1409721374512,0.052948814023012075,0.0012799567291837024,1
HL225-400259,217.6,201.2150421142578,254.34212684631348,0.07529851969204594,0.16885168586684268,0
HL225-400269,248.7,248.88258361816406,256.8636894226074,0.0007341520633563826,0.03282545002926891,0
HL225-400271V#,562.5,556.998779296875,593.5176372528076,0.0097799479164928,0.05514246622623323,0
HL225-400280#,296.9,281.82733154296875,273.1126308441162,0.05076681864777218,0.08011912817474764,0
HL225-400308,289.4,299.6966552734375,279.46858406066895,0.03557932022488504,0.034317263092563444,1
HL225-400321#,310.8,252.98703002929688,268.92848014831543,0.18601341688816925,0.1347217498402103,1
HL225-400323#,277.5,276.153076171875,284.5059871673584,0.0048537795606359,0.025246800602183532,0
HL225-400324,277.5,279.3650817871094,287.2267484664917,0.006721015448800594,0.0350513458239322,0
HL225-400325,244.2,241.5882568359375,243.7117099761963,0.010695098951496878,0.0019995496469439153,1
HL225-400335#,301.0,283.5010986328125,287.4013423919678,0.05813588493889083,0.04517826447701144,1
HL225-400337#,320.1,287.4823303222656,291.17515087127686,0.10189837449770513,0.0903619154258655,1
HL225-400349#,283.0,261.60772705078125,285.806941986084,0.07559107048926798,0.009918522918674202,1
HL225-400429#,298.4,309.49749755859375,301.3925552368164,0.037190005221923166,0.010028670364330236,1
HL225-400435#,315.8,298.4293518066406,277.97250747680664,0.055005219103259444,0.11978306688408974,0
HL225-400468N#,1049.0,969.1270751953125,1050.321865081787,0.07614196835455299,0.0012601192390605418,1
HL225-400479#,297.8,271.820068359375,306.843638420105,0.0872395286761337,0.03036816124849324,1
HL225-400488,311.1,281.7117614746094,289.4195318222046,0.09446556902747023,0.06968970805881881,1
HL225-400504#,270.6,280.81365966796875,269.22547817230225,0.03774449248925085,0.005079533731141837,1
HL225-400528N#,1084.0,1057.66552734375,994.6004867553711,0.024293793963106148,0.08247187568616623,0
HL225-400585,302.7,250.42596435546875,283.9343070983887,0.17269255250348303,0.06199436042613602,1
HL225-400623N#,1077.0,1035.7998046875,1003.1213760375977,0.038254591747555675,0.06859667963019163,0
HL225-400736N#,316.0,327.1641845703125,316.3851022720337,0.035329698006200005,0.0012186780760174197,1
HL225-400737N#,497.2,483.6459655761719,475.24914741516113,0.02726072892911405,0.04414893922847419,0
HL225-400810N#,523.9,494.24822998046875,531.8192481994629,0.05659814853782257,0.015115953806664926,1
HL225-400812N#,495.4,495.44586181640625,498.1142997741699,9.257532580812875e-05,0.0054790064071763315,0
HL225-400813N#,497.2,495.9309997558594,522.6517677307129,0.002552293330883127,0.051190200583670555,0
HL225-400833N#,500.7,505.4555969238281,536.8711471557617,0.009497896791957575,0.07224115669071164,0
HL225-400834N#,513.6,510.228271484375,510.33973693847656,0.006564891969547067,0.0063478642162382816,1
HL225-400835N#,513.6,509.47393798828125,506.88443183898926,0.00803360983574462,0.013075483179283509,0
HL225-400839N#,328.1,320.5767517089844,306.6582918167114,0.022929741818916032,0.06535113740516636,0
HL225-400857N#,499.3,494.2933044433594,497.8485584259033,0.010027429514400886,0.0029069528821702812,1
HL225-400858N#,499.3,492.258056640625,496.44856452941895,0.014103631802992138,0.0057108661536630426,1
HL225-400862N#,467.4,484.373291015625,465.83547592163086,0.036314272604325806,0.0033472915668285087,1
HL225-400870NV#,326.9,318.5893249511719,312.8655195236206,0.025422682926197235,0.04293202959911304,0
HL225-400875N#,324.7,325.908447265625,325.71568489074707,0.0037217347261712165,0.0031280717299531904,1
HL225-400880NV#,543.0,491.1026916503906,509.9449157714844,0.09557515349659967,0.06087492491327233,1
HL225-400885N#,421.0,440.1298522949219,460.8380317687988,0.045439079084245805,0.09462715384288017,0
HL225-400906N#,431.7,435.92724609375,487.63465881347656,0.009792091947306208,0.12956835490428745,0
HL225-400907N#,431.7,433.59014892578125,433.6362838745117,0.004378385280837335,0.004485253357579054,0
HL225-400908N#,410.3,443.78851318359375,423.6328125,0.08161957880277246,0.0324952778446869,1
HL225-400925N#,333.5,332.7056884765625,302.65798568725586,0.0023817436983918517,0.09247980303394106,0
HL225-400926N#,333.5,328.6759948730469,297.42016792297363,0.014464782988930966,0.1081854035260705,0
HL225-400933#,277.8,258.6680603027344,290.42506217956543,0.068869473349809,0.04544658811775001,1
HL225-400934N#,487.8,494.6458435058594,486.8256092071533,0.014034119527919275,0.0019975211005057725,1
HL225-400935N#,463.8,473.8758544921875,463.34829330444336,0.02172456768428254,0.0009739256048876946,1
HL225-400936N#,463.8,474.74737548828125,459.145450592041,0.023603655644771886,0.01003568220754342,1
HL225-400942N#,321.7,304.9475402832031,292.34747886657715,0.05207478929523194,0.09124190591392733,0
HL225-400945N#,400.4,389.3227844238281,475.8232593536377,0.027665373566171825,0.18836977860078427,0
HL225-400970N#,1090.0,1052.9024658203125,991.3430213928223,0.034034435026924,0.09051098954703911,0
HL225-400979#,268.6,275.4779052734375,273.313570022583,0.02560649766634926,0.017548659800474677,1
HL225-400980NV#,446.2,423.81072998046875,457.95116424560547,0.050177655802396824,0.026336091988664545,1
HL225-400981N#,391.3,400.1785583496094,481.2537670135498,0.022689901225102133,0.2298844032999002,0
HL225-400988N#,877.5,849.51025390625,935.2599143981934,0.031897146545220544,0.0658232642706953,0
HL225-400997N#,515.8,459.5861511230469,467.3140525817871,0.1089838093754619,0.09400144904473214,1
HL225-401004N#,428.7,430.8482360839844,420.51854133605957,0.0050110475482488355,0.01908434491194209,0
HL225-401005N#,499.2,458.5538635253906,418.43647956848145,0.08142254902603192,0.16178589829707668,0
HL225-401006N#,492.3,458.5538635253906,493.0554389953613,0.06854791077376378,0.0015345094360064424,1
HL225-401008N#,325.4,331.2605895996094,319.9413299560547,0.01801041671613182,0.01677526135149827,1
HL225-401021#,247.1,274.5620422363281,254.51078414916992,0.1111373623440581,0.029991032573330703,1
HL225-401022NV#,496.6,456.1880187988281,512.0523929595947,0.0813773282326986,0.03111637728409895,1
HL225-401026N#,1016.0,887.4117431640625,974.6434211730957,0.12656324491601562,0.040705294120568156,1
HL225-401037#,330.9,332.1411437988281,316.49866104125977,0.0037508123263543056,0.04352172547085221,0
HL225-401048N#,1010.0,989.2426147460938,990.650749206543,0.020551866587822504,0.019157674052738074,1
HL225-401050#,290.9,281.52490234375,299.16841983795166,0.03222790531429254,0.028423581428901504,1
HL225-401051N#,489.0,480.6602478027344,498.65331649780273,0.017054707969519585,0.019740933532935226,0
HL225-401053N#,483.1,507.8305969238281,495.9399223327637,0.05119146537635311,0.0265781873990848,1
HL225-401060N#,1080.0,972.9542236328125,953.8758277893066,0.09911645959832995,0.11678164093474588,0
HL225-401063N#,480.7,494.74639892578125,498.29139709472656,0.029220717548344193,0.036595375690369504,0
HL225-401067#,279.1,269.6670837402344,256.9636106491089,0.03379762185391498,0.07931346954531708,0
HL225-401069N#,944.5,931.15380859375,994.7563171386719,0.014130430287039381,0.0532094411203174,0
HL225-401097N#,505.2,469.809814453125,507.3224067687988,0.07005183203914186,0.0042011218700649805,1
HL225-401100N#,964.6,951.4828491210938,964.8564338684082,0.013598539165219041,0.0002658447733832904,1
HL225-401121N#,313.8,308.45361328125,318.7375783920288,0.017037561244676976,0.015734794110489003,1
HL225-401165N#,314.5,315.028564453125,301.870059967041,0.001680650089374224,0.040158791836430514,0
HL225-401197N#,940.2,983.2824096679688,950.5214691162109,0.04582260122049615,0.010977950559562978,1
HL225-401219N#,1011.0,928.6890869140625,993.8467025756836,0.08141534429784703,0.016966664118839504,1
HL225-401254N,1011.0,963.3034057617188,916.0911560058594,0.04717764019565724,0.09387620573017,0
HL225-401256#,325.0,315.25531005859375,305.84304332733154,0.029983661357250502,0.05894448206793542,0
HL225-401283#,276.8,277.1802673339844,309.0829849243164,0.0013737981718591967,0.11662928079172724,0
HL225-401320N#,1038.0,968.1953735351562,1045.3255653381348,0.06724915844332492,0.00705738471875163,1
HL225-401347#,300.7,275.3885803222656,294.37451362609863,0.08417499061154843,0.02103587088024941,1
HL225-401350#,270.8,269.8740539550781,276.96611881256104,0.0034192985409442146,0.02277001038527815,0
HL225-401355N#,947.0,1003.5764770507812,984.0632438659668,0.05974284799385831,0.03913753312098777,1
HL225-401421-137#,329.4,301.55908203125,311.49957180023193,0.08452009097724583,0.05434252640930364,1
HL225-401440#,293.8,311.19537353515625,321.209716796875,0.0592082148895989,0.09329379440415946,0
HL225-401573V#,518.8,464.5927429199219,496.5453624725342,0.1044858463358389,0.042896371486192776,1
HL225-401586N#,1023.0,944.619384765625,870.6767082214355,0.07661839221271634,0.14889862343800142,0
HL225-401696N,1003.0,1043.882568359375,1008.2051277160645,0.04076028749647796,0.00518955903889587,1
HL225-401832V#,573.2,542.5707397460938,566.8102741241455,0.05343555522221203,0.011147463146795294,1
HL225-401849N,271.6,267.3991394042969,289.8075819015503,0.015467086139721932,0.06703822496642078,0
HL225-401850N,262.2,245.01219177246094,281.2748670578003,0.06555228156706151,0.07274930227716557,0
HL225-402017#,297.5,332.0634765625,289.7380828857422,0.1161797531473553,0.02609047769410725,1
HL225-402092V,505.5,472.849365234375,503.1681537628174,0.0645907710484255,0.0046129500240088776,1
HL225-402093V,938.4,983.2454223632812,891.1195755004883,0.047789239517053904,0.050384084078226615,0
HL225-402204#,246.6,263.8218078613281,241.25359058380127,0.06983701484440293,0.021680492360024006,1
HL225-402392V,297.8,274.59271240234375,274.06208515167236,0.07792910542940554,0.07971092964247997,0
HL225-402413V#,592.4,555.5466918945312,620.9996700286865,0.06221017573404224,0.04827763340344998,1
HL225-402425,195.1,222.2564697265625,218.0830478668213,0.13919256650523107,0.11780137296588047,1
HL225-402442V,246.5,260.1179504394531,231.69221878051758,0.055245235046250195,0.06007213476219757,0
HL225-402481#,502.9,449.080322265625,536.2846374511719,0.10701864731219883,0.06638424627263483,1
HL225-402640V,376.6,316.75811767578125,321.4829921722412,0.15890037791457717,0.14635424276764541,1
HL225-402688V,348.2,324.75946044921875,315.4850959777832,0.06731918308474454,0.09395434813692488,0
HL225-SS401214N,431.1,447.755859375,454.65993881225586,0.038635721119493434,0.054650751128994035,0
HL225-SS401224N,500.1,498.13330078125,495.0794219970703,0.003932611915038385,0.010039148176023431,0
HL225-SS401281N#,982.8,989.3750610351562,996.3655471801758,0.0066901312933347525,0.013802958058646517,0
HL225-SS401408N,422.6,436.657958984375,445.6864356994629,0.03326540223389097,0.05462952129417078,0
HL225-SS401551N,511.5,489.47967529296875,517.4440860748291,0.043050488184947694,0.011620891641667434,1
HL225-SS401562N#,981.3,953.8789672851562,998.6793518066406,0.027943577615983154,0.017710538883586636,1
HL225-SS401602N#,907.4,810.4784545898438,904.8075675964355,0.10681237095998249,0.0028569896446284555,1
HL225-SS401610#,280.8,297.40972900390625,303.28025817871094,0.05915145656451112,0.08005789949398272,0
HL225-SS402494#,256.3,260.0751953125,248.5851287841797,0.014729595444216514,0.030100941145217767,0
HL225-SS402666#,247.9,260.56353759765625,227.08702087402344,0.05108324968594357,0.08395715661612342,0
HL225-Y106789#,414.3,407.6263732910156,381.78372383117676,0.016108198669619368,0.07848485678985856,0
HL225-Z100868V#,242.0,240.6086883544922,219.48037147521973,0.005749221675414546,0.093056316214255,0
HL225-Z400075,262.4,252.07696533203125,248.96609783172607,0.03934083333679619,0.05119627350519033,0
HL225-Z400076V#,255.4,250.28726196289062,257.6683044433594,0.020018551436606087,0.008881379965820498,1
HL225-Z402329V#,265.4,261.9367370605469,242.46559143066406,0.013049219816588584,0.08641450101157412,0
NH225-100628,357.5,343.45196533203125,338.24877738952637,0.039295201867344885,0.0538495737340843,0
NH225-100629#,256.3,240.15640258789062,247.3294973373413,0.0629871143639466,0.03500001038747055,1
NH225-102564#,289.4,295.2884521484375,265.0355339050293,0.020347104866047173,0.08418958567425289,0
NH225-104321,538.7,543.7642822265625,544.4782733917236,0.009400932293425738,0.010726328924478046,0
NH225-104322,372.6,349.9232177734375,356.37168884277344,0.06086092921619407,0.04355424357700226,1
NH225-104338N,260.3,253.2469024658203,243.85597705841064,0.027096033553241406,0.06317334975396709,0
NH225-104339,255.0,225.31002807617188,220.1671600341797,0.11643126244181887,0.13659937240962478,0
NH225-105354N,327.7,335.9846496582031,309.7393035888672,0.025281201275405323,0.054808350352715036,0
NH225-105532,343.8,350.3797607421875,324.23319816589355,0.019138338400221364,0.05691332703181304,0
NH225-106631#,336.3,337.7849426269531,282.98799991607666,0.004415529666693304,0.15852512662009544,0
NH225-106743#,349.9,320.3484802246094,297.1245288848877,0.08445704422562456,0.1508301546544841,0
NH225-106775,497.0,477.25030517578125,426.62668228149414,0.039737816546924286,0.14159621271044245,0
NH225-106877,335.7,305.5447692871094,287.8056764602661,0.08982791394695364,0.14267001351893707,0
NHL225-100209,286.0,281.26220703125,284.03892517089844,0.016565709680364835,0.006856904996618858,1
NHL225-100210,395.3,426.9933776855469,426.39312744140625,0.0801755064122062,0.07865703880753773,1
NHL225-102661V#,277.8,257.5060729980469,233.7656021118164,0.07305229302095972,0.1585111514996346,0
H123-100029V#,330.3,346.51763916015625,366.6339874267578,0.04909972497627987,0.11000298948125271,0
H123-100054,295.1,301.1600341796875,306.61752223968506,0.02053552754822813,0.0390292180253973,0
H123-100117#,459.6,428.7736511230469,502.89177894592285,0.06707212549234644,0.0941944711596625,0
H123-100123#,453.9,453.98114013671875,429.2299747467041,0.0001787621430204563,0.05435123430877366,0
H123-100210,466.9,457.07183837890625,448.10566902160645,0.021049821419754186,0.040253439661578495,0
H123-100483V#,300.5,317.2364196777344,301.09848976135254,0.05569524019027428,0.001991646460341506,1
H123-100484,424.7,469.90789794921875,442.1393871307373,0.1064466634051196,0.04106283760378311,1
H123-100486V,273.2,292.96197509765625,287.97411918640137,0.07233519435187742,0.054078035087337474,1
H123-100488V#,243.9,215.33197021484375,230.71801662445068,0.11713009341527246,0.054046672304259344,1
H123-100489,285.1,319.1202392578125,278.6083698272705,0.11932739128943949,0.022769660373559514,1
H123-100580V,308.1,301.7663879394531,321.82462215423584,0.020557001169559646,0.0445459985517376,0
H123-100659#,248.2,249.78395080566406,272.47791290283203,0.006381751835617472,0.09781592627660711,0
H123-100782,472.9,524.67724609375,523.2254981994629,0.10948878429404765,0.1064189008213126,1
H123-100802,431.0,435.0491027832031,440.11168479919434,0.009394670030415726,0.021140799997640205,0
H123-100803V#,403.8,375.73748779296875,399.6981382369995,0.06949606787106563,0.010158151963593159,1
H123-100831,222.8,244.25192260742188,215.36741256713867,0.09628331510978021,0.03335990768639022,1
H123-100832,213.4,265.0760803222656,207.43701457977295,0.24215595276403026,0.027942762042866113,1
H123-100856,993.9,1045.3250732421875,1007.5671195983887,0.051740691459573517,0.013751000702536658,1
H123-100887#,302.1,298.4409484863281,292.0783758163452,0.012112054000499096,0.03317320153367453,0
H123-101002,209.5,253.44854736328125,206.9584608078003,0.2097782690271287,0.012131451990827649,1
H123-101032V,225.2,263.6590881347656,260.530424118042,0.1707774783883564,0.15688465415840655,1
H123-101330#,375.6,368.2186279296875,346.05932235717773,0.01965221530914803,0.07864930149636792,0
H123-101359V,435.0,423.453369140625,374.9988794326782,0.026543978986458758,0.1379336104964194,0
H123-101360V,511.9,527.4512329101562,439.0495777130127,0.03037943526050494,0.14231377668600145,0
H123-101388#,342.0,338.547607421875,372.36130237579346,0.010094715140421207,0.08877573793832076,0
H123-101439,366.2,352.673583984375,353.2757520675659,0.03693723652445553,0.035292867100166964,1
H123-101721HTU,350.4,318.9414367675781,299.74522590637207,0.08977900465617598,0.1445627114502919,0
H123-101789,573.0,536.873779296875,579.7623634338379,0.06304750558899568,0.011801681385200477,1
H123-101869V,399.7,402.41473388671875,410.3757381439209,0.006791928663124449,0.026709377392178674,0
H123-101935,241.3,260.4770812988281,222.06923961639404,0.07947402112736582,0.07969647900045172,0
H123-102040V,170.3,157.66368103027344,156.67139291763306,0.07420034626532336,0.08002705273967518,0
H123-102134,265.7,279.1164245605469,294.15132999420166,0.0504946351525854,0.10708065484806498,0
H123-102150#,290.9,281.71533203125,282.58509635925293,0.03157328280658042,0.028583374494538377,1
H123-102151#,464.0,472.314208984375,471.91162109375,0.0179185538452496,0.017050907529266145,1
H123-102266V#,210.1,223.95645141601562,239.28194046020508,0.06595169640816809,0.1388954805274447,0
H123-102337V#,229.9,235.14358520507812,245.05620002746582,0.02280811311374527,0.06592518497958487,0
H123-102385V,298.8,278.5003356933594,258.1958770751953,0.06793729687403367,0.1358906389673554,0
H123-102450,478.8,452.7920837402344,419.4640636444092,0.054318956264040194,0.12392634994643184,0
H123-102693,383.3,481.0830993652344,352.87389755249023,0.2551085295139141,0.0793793437169736,1
H123-102722V,230.5,229.6046600341797,256.80506229400635,0.00388433824634043,0.11412174530527171,0
H123-102723V,396.1,387.1651611328125,404.35543060302734,0.022557028192279605,0.020841783900072967,1
H123-102804V#,239.3,245.4778594970703,213.91682624816895,0.025816379008826315,0.10607260238516648,0
H123-102821V,217.0,234.6729278564453,270.6270456314087,0.08144206385083361,0.24712924252966542,0
H123-102822V,253.8,260.07574462890625,278.0567169189453,0.02472712619644983,0.09557414073281938,0
H123-102912V,270.5,246.846923828125,263.0496025085449,0.08744205608502986,0.027543059117115146,1
H123-102931,316.3,353.4155578613281,334.0142488479614,0.11734289554269581,0.05600458061144915,1
H123-102932#,250.8,271.9579772949219,276.9190788269043,0.08436195093332632,0.10414305751938936,0
H123-102985,752.0,909.1038208007812,890.6137466430664,0.20891465531740971,0.18432679074630737,1
H123-103284N,256.7,258.0240783691406,245.1909065246582,0.005158077012423278,0.04483480122669824,0
H123-103310V,218.2,200.86856079101562,194.93985176086426,0.07942914394220932,0.10660012941370178,0
H123-103368,268.3,258.6555480957031,255.98480701446533,0.035946522191343346,0.04590083110352467,0
H123-103607V#,282.1,292.79339599609375,265.81225395202637,0.03790640196992082,0.057737490419696134,0
H123-103608V#,276.9,277.457763671875,288.9373302459717,0.002014314452346983,0.04347175964440948,0
H123-103643#,277.8,303.65789794921875,299.32284355163574,0.09308098613494574,0.07747603870000348,1
H123-103796,341.0,353.9149169921875,349.863338470459,0.037873656867474376,0.025992194927269976,1
H123-103983,221.0,250.15293884277344,250.9906768798828,0.13191375041382036,0.1357044202648225,0
H123-103984V,391.7,404.230712890625,428.4634590148926,0.031990586904021207,0.09385616291537918,0
